,loss,mse,val_loss,val_mse,lr
0,0.007189862182906428,0.007189841475337744,0.007182184978016831,0.007182189729064703,0.0010000000474974513
1,0.007133569230388554,0.007133542560040951,0.0071642052028124716,0.0071642231196165085,0.0010000000474974513
2,0.007122484622212819,0.007122509181499481,0.007154957216858624,0.007154978811740875,0.0010000000474974513
3,0.007116889937009566,0.007116879336535931,0.0071511871491782095,0.0071511948481202126,0.0010000000474974513
4,0.007113516976962684,0.007113514933735132,0.007148937876860739,0.0071489629335701466,0.0010000000474974513
5,0.00711119137130295,0.00711117684841156,0.00714789718313176,0.007147897034883499,0.0010000000474974513
6,0.0071094627685710935,0.00710943341255188,0.007147199318550125,0.007147176191210747,0.0010000000474974513
7,0.007085951228564319,0.007085938937962055,0.007131403979755721,0.007131402846425772,0.00019999999494757503
8,0.007085582984783535,0.007085572462528944,0.007131268716533042,0.007131260819733143,0.00019999999494757503
9,0.0070854037584493984,0.007085393648594618,0.007131169593310895,0.007131156511604786,0.00019999999494757503
10,0.0070852644858883755,0.007085256744176149,0.007131101782784641,0.00713109178468585,0.00019999999494757503
11,0.007085146153926661,0.007085128221660852,0.007131039737538428,0.007131025195121765,0.00019999999494757503
12,0.007085040367382378,0.007085024379193783,0.0071309880677511255,0.007130963262170553,0.00019999999494757503
13,0.00708494297135376,0.007084937300533056,0.007130940884722989,0.007130918558686972,0.00019999999494757503
14,0.0070803544669500815,0.007080366834998131,0.007130099378518526,0.00713010597974062,3.9999998989515007e-05
15,0.007080148732945821,0.007080159615725279,0.007129902241464499,0.007129906211048365,3.9999998989515007e-05
16,0.007080048312771911,0.007080052513629198,0.007129676361109795,0.0071296668611466885,3.9999998989515007e-05
17,0.007079964742129323,0.007079970091581345,0.007129468707277167,0.007129474077373743,3.9999998989515007e-05
18,0.007079897495495937,0.007079902570694685,0.0071293408022219265,0.007129353936761618,3.9999998989515007e-05
19,0.007079829896883518,0.007079828530550003,0.007129154075542075,0.007129167206585407,3.9999998989515007e-05
20,0.007079770743821402,0.007079776376485825,0.007129025189083111,0.007129036355763674,3.9999998989515007e-05
21,0.0070797768639716515,0.00707975635305047,0.007124920461084763,0.007124944590032101,7.999999979801942e-06
22,0.007079555967791634,0.00707953330129385,0.007124845606219434,0.007124861236661673,7.999999979801942e-06
23,0.007079498473701182,0.007079474162310362,0.007124811422638433,0.007124825846403837,7.999999979801942e-06
24,0.00707943733492591,0.007079408038407564,0.007124797028440873,0.007124813739210367,7.999999979801942e-06
25,0.007079374775835716,0.007079338654875755,0.007124777801926145,0.007124801632016897,7.999999979801942e-06
26,0.007079324402624657,0.007079289760440588,0.007124731477123617,0.00712474063038826,7.999999979801942e-06
27,0.007079287189957752,0.007079255301505327,0.007124660722533648,0.007124677766114473,7.999999979801942e-06
28,0.007081694887990799,0.0070817177183926105,0.007120275893679477,0.0071202595718204975,1.6000000186977559e-06
29,0.007081153284050878,0.007081161253154278,0.007120185128339178,0.007120180409401655,1.6000000186977559e-06
30,0.007081077890224781,0.00708108302205801,0.0071202178666620805,0.007120209746062756,1.6000000186977559e-06
31,0.0070810385770159094,0.00708104157820344,0.007120276134214272,0.007120268419384956,1.6000000186977559e-06
32,0.007081009583174734,0.0070810141041874886,0.0071203374484566685,0.007120337802916765,1.6000000186977559e-06
33,0.007080985688876601,0.0070809838362038136,0.007120393880731442,0.007120400667190552,1.6000000186977559e-06
34,0.007080965238349534,0.007080966141074896,0.007120440763039435,0.007120444439351559,1.6000000186977559e-06
35,0.007083993912627558,0.0070839873515069485,0.0071157143824391615,0.007115726359188557,3.199999980552093e-07
36,0.007083108022865449,0.007083092350512743,0.00711541192783137,0.00711542833596468,3.199999980552093e-07
37,0.007082986897109328,0.007082965224981308,0.007115315478427011,0.007115327287465334,3.199999980552093e-07
38,0.007082943245003288,0.007082929369062185,0.007115270175774069,0.007115288637578487,3.199999980552093e-07
39,0.007082920081047316,0.007082900498062372,0.007115244382765075,0.0071152555756270885,3.199999980552093e-07
