,Q_sens_mean,Q_sens_std,Q_sens_99_perc,Q_sens_ano_range,Q_lat_mean,Q_lat_std,Q_lat_99_perc,Q_lat_ano_range,Q_sol_mean,Q_sol_std,Q_sol_99_perc,Q_sol_ano_range,PS_mean,PS_std,PS_99_perc,PS_ano_range
0,11.1583833694458,14.871962547302246,69.43149368286129,333.8719787597656,73.32820129394531,80.18030548095703,348.71636840820247,868.65380859375,326.0790100097656,422.931884765625,1370.8094482421875,1410.6441650390625,98297.4296875,1910.7900390625,101975.1015625,13703.7578125
